2017/4/5,0
2017/4/11,24.5
2017/4/18,41.5
2017/5/2,60
2017/5/19,91
2017/5/26,95
2017/5/30,101.5
2017/6/6,101
2017/7/4,122.5
2017/7/13,124
2017/7/18,129.5
2017/7/25,140.5
2017/8/8,154
2017/8/14,164
2017/8/22,167.5
2017/9/1,181.5
2017/9/6,179.5
2017/9/14,184.5
2017/9/15,
2017/9/19,190
2017/9/26,192.5
2017/10/4,203.5
2017/10/12,219.5
2017/10/20,234
2017/10/25,252.5
2017/10/30,261
2017/11/6,277
2017/11/11,
2017/11/16,294.5
2017/11/20,303
2017/11/24,
2017/11/28,319
2017/12/4,330
2017/12/25,349
2018/1/2,368
2018/1/8,349
2018/1/18,361
2018/1/22,364
2018/1/29,364
2018/2/13,377.5
2018/2/19,383
2018/3/4,399.5
2018/3/14,402.5
2018/3/20,401.5
2018/3/27,409
2018/4/2,420.5
2018/4/10,417
2018/4/19,429
2018/4/24,428.5
2018/5/24,452.5
2018/5/29,467
2018/6/4,461
2018/6/15,468
2018/6/20,466.5
2018/6/26,473
2018/7/2,478
2018/7/12,479
2018/7/16,476
2018/7/25,474
2018/8/1,483
2018/8/6,484
2018/8/13,478.5
2018/8/24,485.5
2018/8/28,485.5
2018/9/3,437.5
2018/9/22,488
2018/9/27,493
2018/10/2,501
2018/10/8,499
2018/10/17,500
2018/10/23,505.5
2018/10/30,505.5
2018/11/7,511.5
2018/11/15,522.5
2018/11/21,519.5
2018/11/27,523.5
2018/12/7,521
2018/12/11,528.5
2018/12/21,534.5
2018/12/27,534.5
2019/1/2,535
2019/1/9,541
2019/1/16,541
2019/1/21,534
2019/2/15,540.5
2019/2/19,547.5
2019/2/28,542
2019/3/6,543.5
2019/3/11,551
2019/3/19,549
2019/4/6,556.5
2019/4/18,559
2019/4/26,555.5
2019/5/10,565
2019/5/16,563
2019/5/23,548.5
2019/6/7,565
2019/6/14,571.5
2019/6/21,567.5
2019/6/29,568.5
2019/7/5,574
2019/7/14,579
2019/7/19,572.5
2019/7/25,583.5
2019/8/1,582.5
2019/8/9,584.5
2019/8/16,587
2019/8/31,587
2019/9/5,585.5
2019/9/14,582
2019/9/20,583.5
2019/10/4,592.5
2019/10/11,595
2019/10/24,597.5
2019/11/1,598
2019/11/9,589.5
2019/11/22,602.5
2019/12/3,604.5
2019/12/25,609.5
2020/1/4,611.5
2020/1/9,609
2020/1/15,601.5
2020/3/18,616.5
2020/4/9,616.5
2020/4/17,583.5
2020/4/21,625
2020/4/30,631
2020/5/5,616.5
2020/5/13,628.5
2020/5/21,636.5
2020/5/29,626
2020/6/17,636
2020/6/26,637.5
2020/8/13,646
2020/8/19,649
2020/8/27,651
2020/9/10,653
2020/9/18,662
2020/9/26,656
2020/10/10,656
2021/2/1,667.5
2021/3/1,672.5
2021/3/18,667.5
2021/4/1,672.5
2021/4/9,672.5
2021/5/2,684
2021/5/9,683.5
2021/5/17,681
2021/5/29,732
2021/6/5,678
2021/6/9,685.5
2021/6/9,681
2021/6/9,681
2021/6/9,694.5
2021/6/14,679
2021/6/16,678.5
2021/6/19,680.5
2021/6/20,685.5
2021/6/25,686
2021/6/26,685.5
2021/6/28,688
2021/6/30,681
2021/7/3,682.5
2021/7/6,688.5
2021/7/8,681
2021/7/10,678.5
2021/7/13,687.5
2021/7/20,690.5
2021/7/24,684
2021/8/29,693.5
2021/9/6,689.5
2021/9/9,679.5
